Review,Title,Rating,day,month,year,hour,minute,second,dayofweek,weekofyear,raw time,Country,Username,Reviews,Reads,Useful,Genre
"I had imagined that there could be a more simple way to phone cards instead of fumbling through more cards, and worst still having to dial the many numbers, and if you missed a digit  you will have to start all over again. With Rebtel, Bingo!!",MY DREAM CAME TO LIFE WITH REBTEL,4,13,9,2012,3,14,39,4,37,2012-09-13T03:14:39,United States,Jeannette Fernandez,1,0,0,
"Most interesting,fantastic and fascinating experience i've had in the last month;just awesome fabulous.",It's just wowww!,5,13,9,2012,1,30,41,4,37,2012-09-13T01:30:41,United States,Vugah Munang Ngiejung,1,0,0,
"I like the price and the idea of a local number but unfortunately the voice clarity is not very good. But, overall, I would recommend it to friends.",I love keeping in touch with my friends in Cameroon!,4,12,9,2012,20,54,7,3,37,2012-09-12T20:54:07,United States,Eddis Adams,1,0,0,
Good value for money and easy to use. No hassle. Very easy to recharge your account when balance is low.Highly recomended!!,Easy Peasy!!!,5,12,9,2012,20,0,3,3,37,2012-09-12T20:00:03,United States,Michael Thomas,1,0,0,
The rate raised the day after I bought the credits!!!,The rate raised after I bought the credits!!!,2,12,9,2012,19,27,48,3,37,2012-09-12T19:27:48,United States,YZ,1,0,0,
"Clear, cheap, and convenient!!!",Super cheap international calls,5,12,9,2012,18,3,22,3,37,2012-09-12T18:03:22,United States,Jiajie Li,1,0,0,
"my hommie you need to try this man,rebtel is the best and it is cheap and it goes for an ok price.",rebtel is great,5,12,9,2012,17,14,40,3,37,2012-09-12T17:14:40,United States,Okpidi Michael Angelo,1,0,0,
Det virker bare. Ingen problemer. Jeg har handlet med firmaet flere gange og de har fine priser til Australien fra Danmark.,Very fine - topdollar.,5,12,9,2012,16,44,42,3,37,2012-09-12T16:44:42,United States,Finn Helveg Petersen,2,0,0,
"Rebtel has helped me save a lot.  Looking back at my daily international calls vis-a-vis its cost, it's just amazing and incredibly good.",Your services are splendid,5,12,9,2012,15,56,49,3,37,2012-09-12T15:56:49,United States,Thomas Anyimadu,1,0,0,
"før jeg ble kjent med dette tilbudet brukte jeg masse penger på telefon til utlandet, jeg anbefaler dette på et varmeste. grunnen til at dere ikke får 5 stjerner er at det er komplisert å kommunisere på engelsk og at linjen blir brutt noen ganger. det siste bør ikke ha noe med dere å gjøre",et veldig bra tilbud,4,12,9,2012,14,16,12,3,37,2012-09-12T14:16:12,United States,Ulf Granli,1,0,0,
You show other companies up and prove they are rip off merchants,"great value not rip off,wonderful service,",5,12,9,2012,13,57,46,3,37,2012-09-12T13:57:46,United States,Michael Loughlin,1,0,0,
"It is nice to use Rebtel because it is easy to use, and the support people are helpful .","Great quality , and quick service",5,12,9,2012,13,52,49,3,37,2012-09-12T13:52:49,United States,Ahmad Elmadi,1,0,0,
"The reseau is perfect but you have to add more minutes, i' m very satisfied, thanks",good but you have to add more minutes,4,8,9,2012,18,48,49,6,36,2012-09-08T18:48:49,United States,Rolande Ndongo,1,0,0,
Great. Rebtel is what it says it is - cheap and reliable!,"Rebtel, way to go. Cheap and reliable!",5,5,9,2012,0,22,29,3,36,2012-09-05T00:22:29,United States,Adimchi Onyenadum,2,0,0,
"I found a new jewel named REBTEL. good, worth having, reliable and very pocket friendly",excellent,5,4,9,2012,22,59,58,2,36,2012-09-04T22:59:58,United States,AIT LONDON,1,0,0,
I like the way rebtel allows me to dial internationally without having to dial after having dialed after having dialed.,"Go ahead, make my day",4,4,9,2012,20,55,26,2,36,2012-09-04T20:55:26,United States,AR,1,0,0,
keep on giving a better service and i have recommended your services to two people and i will continue doing that.,I love your services.,5,4,9,2012,18,43,15,2,36,2012-09-04T18:43:15,United States,Richard Davids,1,0,0,
"I am fully satisfied with Rebtel service , I am able to talk to my family often.",Rebtel is Awsome,5,4,9,2012,16,43,13,2,36,2012-09-04T16:43:13,United States,Feyisa Berisa,1,0,0,
While talking to the other person there's. No static. And that's very good keep up the good work,very clear,5,4,9,2012,10,20,23,2,36,2012-09-04T10:20:23,United States,Monica Lewis,1,0,0,
"I like the service, but I really don't like is I need to dial more than once to get hold of the person I want to call.  Also when I don't reach the caller some money being deducted from my balance and that's not a good thing.",It's a gppd service though they need to work more one connection and the dialing cost.,3,4,9,2012,10,19,55,2,36,2012-09-04T10:19:55,United States,Just Geek,1,0,0,
"You told me to share rebtel and get $10 free credit! At least 5 of my friends register the rebtel account with my referral code and make their payments, but I did not get free credit!!!",you really have a bad faith!!! Liar!!!,1,1,9,2012,19,32,39,6,35,2012-09-01T19:32:39,United States,Jianhe Guo,1,0,0,
"i have to say i enjoy your services,the ease and smooth pace,i appreciate.the only thing i will solicite for is that calls rates to nigeria should come cheaper than it is now,we will appreciate it.we love you guys.",make calls to nigeria cheaper,5,30,8,2012,15,31,27,4,35,2012-08-30T15:31:27,United States,Augustina Oboh,1,0,0,
"Very pratical and economical, I am really happy about this good way of giving a call.",Good value for money,5,22,8,2012,21,31,23,3,34,2012-08-22T21:31:23,United States,Aly Momar Lo,1,0,0,
"excellent services, used rebtel 2yrs ago when i came to US, will use rebtel anytime i am in US",Rebtel is good,5,22,8,2012,19,49,19,3,34,2012-08-22T19:49:19,United States,Eunan Orodo,1,0,0,
"The call quality is the best. Its clear  and a great connection. also when you put the number on the website  (country code, city code, and phone number) they give you a local phone number to dial instead of all those numbers. Its great! Makes my life easier cause i don't have to worry about all that stuff.",best way to call Cuba,5,22,8,2012,18,56,50,3,34,2012-08-22T18:56:50,United States,Arecia Marchante,1,0,0,
"I was introduced to Rebtel by ...my dear wife.Everything she promised me on behalf of Rebtel were fulfilled!....low rates,easy connections etc.",Promise Fulfilled,4,22,8,2012,14,34,6,3,34,2012-08-22T14:34:06,United States,Jimoh Akogun,1,0,0,
"I recommend Rebtel for his good service and honest price. I make frequent business phone connections, from Brazil to the Caribbean, and vice versa.",Rebtel VOIP - Good Service and Honest Price,5,22,8,2012,14,21,54,3,34,2012-08-22T14:21:54,United States,Aurelio Dasilva,1,0,0,
poor service.,not good.,1,21,8,2012,22,19,58,2,34,2012-08-21T22:19:58,States,Cenk Uzunkaya,2,5,0,
"I warmly recommend you to enjoy the best price to call family where ever they are located With almost local call price , rebtel",Cheap as it is on the comercial,5,16,8,2012,5,6,42,4,33,2012-08-16T05:06:42,United States,Teklu Takele,2,0,0,
"it has been helping me so much and i love it.the cost of text i s cheap thank you rebtel fo this,in my opinion il say it in short ""LOVE IT"".",I like it very much.,5,15,8,2012,23,39,20,3,33,2012-08-15T23:39:20,United States,Josaia Ravulovulo,1,0,0,
This is the best low cost telecommunications service I've enjoyed since I've been visiting the United States.,Life is truly good with Rebtel...,5,15,8,2012,20,58,56,3,33,2012-08-15T20:58:56,United States,Sola O,1,0,0,
nice response when there is trouble,good response to the consumers,5,15,8,2012,18,14,31,3,33,2012-08-15T18:14:31,United States,Madhu Prakash,1,0,0,
Quality of call are excellent. Easy to set up and use.,Easy and reliable,5,15,8,2012,18,2,8,3,33,2012-08-15T18:02:08,United States,Victor  Campos,2,0,0,
"Rebtel is not cheap at all, 15 min for £7 + vat. Let me know when you guys start providing a true value for money. Thanks",No cheap at all,2,15,8,2012,17,19,1,3,33,2012-08-15T17:19:01,United States,Ayao Zogbessou,3,138,1,
"awsome, excellent!",excellent,5,15,8,2012,17,14,25,3,33,2012-08-15T17:14:25,United States,Pathik Bhatt,2,0,0,
DEFFO RECOMEND CHEAP MOBILE CALLS 10 OUT OF 10,GOOD STUFF CHEAP PHONE CALLS TO THAI MOBILES,5,11,8,2012,13,37,59,6,32,2012-08-11T13:37:59,United Kingdom,Neil Samuel,2,0,0,Male
i do recommend this service coz they are sufficient and clear plus fast in dialing the numbers back home out of five in rating i give them five.,clear line,5,10,8,2012,17,56,33,5,32,2012-08-10T17:56:33,United States,Moses Mutisya,1,0,0,
"Since I started with rebtel, I found it ok with regard to sound quality.But,it is better to have a log in and out option on the rebtel software; because there are cases somebody can use or share the same computer and this creates waste age of money and expose of secret to third party.",I think it is ok with good sound quality,4,10,8,2012,1,13,5,5,32,2012-08-10T01:13:05,United States,Wogayehu Tilahun,1,0,0,
Great service. The local calling system is fantastic.You actually make just one call and you are connected to your party. I would recommend rebtel to anyone needing to make international calls.,Excellent system.,5,9,8,2012,22,57,48,4,32,2012-08-09T22:57:48,United States,Angel Rosado,1,0,0,
"Calling internationally via Rebtel is the best plan I could find compared to other calling cards. With a touch of a single dial button, am able to connect to relatives thousands of miles away.   You deserve an Olympic gold medal for excellence and satisfaction.",One of the very best among all calling plans,4,9,8,2012,19,26,58,4,32,2012-08-09T19:26:58,United States,Moses Samuel Wilson,2,0,0,
"Truely, unbelievable quality, price and efficiency","Unbelievable quality, price and efficiency",5,9,8,2012,18,42,40,4,32,2012-08-09T18:42:40,United States,John Nicholson,1,0,0,
Love the service would highly recommend it to everyone looking a easy International Calling Card!,Great Service,5,9,8,2012,17,43,48,4,32,2012-08-09T17:43:48,States,Deborah Davidson,1,0,0,Female
Good application...,"Good, better than skype phone call....",4,9,8,2012,17,15,28,4,32,2012-08-09T17:15:28,United States,Oumar Fofana,1,0,0,
sometimes have to call many times to connect,service ok but,3,9,8,2012,17,14,47,4,32,2012-08-09T17:14:47,United States,Mike Parrish,1,0,0,
Rebtel offer an excellent opportunity to stay in touch with my friends and business while I am away from home.,great service clear voice,5,9,8,2012,17,13,39,4,32,2012-08-09T17:13:39,United States,Lekan Oluwadele,1,0,0,
A VERY EXCELLENT SERVICE. YOU MADE MY HOLIDAY WORTHWHILE.MY ONLY PROBLEM IS THE TIME DIFFERENCE WHICH ALLOWS ME LITTLE TIME TO SLEEP BEFORE RECEIVING AND MAKING CALLS.SUBSCRIBERS CAN ALSO BE ASSISTED WITH A SLIGHT DOWNWARD  REVIEW OF THE RATES. PLEASE KEEP UP THE GOOD JOB.,EXCEPTIONAL PERFORMANCE,5,7,8,2012,20,30,27,2,32,2012-08-07T20:30:27,United States,Emmanuel Okpalaoka,1,0,0,
There is no question about clarity in international calls but the call rate is high. You also get your own local number to call internationally from your phone which makes it easy to call abroad.,There is unquestionable clarity in international calls but the call rate is too high as compared to other providers.,3,3,8,2012,21,2,50,5,31,2012-08-03T21:02:50,United States,Noah Gyamfi,1,0,0,
They still charge you when you change to free calls if you have balance. You try to hang up to make it free call but it is not possible whilst you have credit.,They still charge you when you change to free calls,3,3,8,2012,18,7,53,5,31,2012-08-03T18:07:53,United States,Francisco Borge,1,0,0,
"So far, having used REBTEL for the last two months, I found it quite pleasant to have a talk with either my friends, relatives or customers abroad. The service connectivity and audio quality was found excellent and never before from any local service providers in India.",Excellent audio quality without any interruption during conversation,5,3,8,2012,7,55,35,5,31,2012-08-03T07:55:35,States,Gordhan Koladia,1,0,0,Male
rebtel provides  a cheaper alternative to traditional calls but it is still expensive compared to evolving voip call facilities. it also stands out in its clarity .,relatively cheap calls with good voice clarity,4,3,8,2012,7,49,20,5,31,2012-08-03T07:49:20,United States,niyi,1,0,0,
Love it just wondering if the rates for jamaica london and austrillia could be lower other than that connection n call quality is great.     Another thing how do u get credit for getting someone to sign up for it,love it,4,3,8,2012,5,54,35,5,31,2012-08-03T05:54:35,United States,Racquel Campbell,1,0,0,
"Rebtel is so good. Once i dail the number given to the individual number, it goes through immediately. I'll recommend it to friends.",Rebtel is goog.,5,3,8,2012,2,58,10,5,31,2012-08-03T02:58:10,United States,Angela Love,1,0,0,
"Its worth it. I would find it more convenient to use. Now I don't need to go look around for calling cards. Most calling cards that I get had less minutes to use up. Thank you rebtel. Now, communications to my country, I have more minutes to use.",I like it very much.,5,3,8,2012,0,14,46,5,31,2012-08-03T00:14:46,United States,Mat,1,0,0,
IT IS VERY CONVIENIENCE AND ECONOMICAL,EASY AND AFFORDABLE WAY OF REACHING OUT,5,2,8,2012,23,5,6,4,31,2012-08-02T23:05:06,United States,Adetoun Ogbara,1,0,0,
Unique and practical service..without doubt better than using calling cards...,best way to call home...,5,2,8,2012,21,37,54,4,31,2012-08-02T21:37:54,United States,Harneet Nanda,1,0,0,
I've been using their service for Iran. I liked the fact that all the rates are flat (Tehran or other cities; cellphone or landline). It's also very convenient assigning a local number for each contact you have so that you just make one straight call instead of two step call. Five Start!,GREAT SERVICE,5,2,8,2012,15,28,41,4,31,2012-08-02T15:28:41,United States,Mohsen,2,0,0,
"I really recommend this, its cheap and easy to use.",I think this is super :),5,2,8,2012,12,53,14,4,31,2012-08-02T12:53:14,United States,Therese Almquist,2,0,0,
Easy and cheap!!,Making International call easy!,5,20,7,2012,12,20,1,5,29,2012-07-20T12:20:01,United States,Abosede Durosaro,1,0,0,
"Rebtel makes it easy to call my family all over the world at a touch of the button. And it is cheap, too!!","Easy, cheap and convenient!",4,18,7,2012,6,6,25,3,29,2012-07-18T06:06:25,United States,Flo,1,0,0,
Rebtel is easy to use and cheap. It saves me a lot.,I just loooovvvee rebtel!!!,5,18,7,2012,4,42,41,3,29,2012-07-18T04:42:41,United States,Franny.,1,0,0,
"I used it for my international calls and every time I was really satisfied with the service, and the prices also !",I do strongly recommend it !,5,18,7,2012,4,19,36,3,29,2012-07-18T04:19:36,United States,sasha,1,0,0,
"I'm looking all my friends to joint rebtel,but the problem is I'm not good how to use computer; however I'm still strugling hard.",it is very good to joint rebtel thanks!,5,18,7,2012,3,52,50,3,29,2012-07-18T03:52:50,United States,oeun ly,1,0,0,
"I have a fairly good experience using Rebtel service. Most of the tome it works, rest of the time for unknown reasons some destinations can not be reached. I wish there are more details of how to use the service and guidance from Rebtel once I log in to my account.",Rebtel is a fairly good service with reasonable price.,4,18,7,2012,0,44,10,3,29,2012-07-18T00:44:10,United States,Nurun N. Rahman,1,0,0,
"I am totally satisfied, Just one concern i.e. their rate could be a bit lesser......",good service,4,17,7,2012,22,17,12,2,29,2012-07-17T22:17:12,United States,palash datta,1,0,0,
Your services are very good however the cost of credit top up is expensive because of the value added tax as compare to when you buy top up from the corner shop for other overseas caller phone companies.,You are very good.,5,17,7,2012,20,8,4,2,29,2012-07-17T20:08:04,States,Agrippa Ogri,2,1,0,Male
"I really enjoy using Rebtel, because it doesn't both me anymore going out to buy a calling card from stores, which are at times closed when I'd like to make a call.","Cost, being high per minute for Rwanda calling.",5,17,7,2012,20,5,30,2,29,2012-07-17T20:05:30,United States,Dieudonne Nyarwaya,1,0,0,
omg western union phone time blows and the others are way to ...enter your password 75 million times. I love this system.,great system and I've tried several believe - no hassle at all,5,17,7,2012,19,16,48,2,29,2012-07-17T19:16:48,United States,lynn kier nye,1,0,0,
"I tried other companies before but rebtel is the least expensive and most convenient one. Just like local call, fast, easy, clear.",Very good! A few dimes can last for 20+ minutes,5,17,7,2012,18,31,8,2,29,2012-07-17T18:31:08,United States,Frank,1,0,0,
"Really good, creative needs improvement","Really good, creative needs improvement",4,17,7,2012,11,23,20,2,29,2012-07-17T11:23:20,United States,Babak Jahedmanesh,3,0,0,
call quality is very good and sound is very clear.......,good,5,17,7,2012,11,10,38,2,29,2012-07-17T11:10:38,United States,md nahidur rahaman,1,0,0,
"There should be some kind of points sistem, costumers should be rewarded free minutes for the amount of minutes they use each month.","I would like the service to be cheaper, if not I would like some kind of rewards program.",4,14,7,2012,21,58,31,6,28,2012-07-14T21:58:31,United States,Camila Roldan,1,0,0,
Fast and Dependable,Recommendable,5,14,7,2012,10,26,5,6,28,2012-07-14T10:26:05,United States,Equere Equere,1,0,0,
So far so good; I am enjoying using Rebtel,So far so good; I am enjoying using Rebtel,4,13,7,2012,22,26,9,5,28,2012-07-13T22:26:09,United States,H.Adas,1,0,0,
"cheap, works every time and efficient",service works for me,4,12,7,2012,23,50,9,4,28,2012-07-12T23:50:09,United States,vinod K,1,0,0,
"My good friend, have you experienced the cheapest international mobile call to Nigeria? Just try rebtel and you will not regret it.",Phone call without stress!,5,11,7,2012,18,5,0,3,28,2012-07-11T18:05:00,United States,Nnamdi,1,0,0,
"I work and live in Haiti and must visit the USA for at least a month at a time.  My husband cannot yet come tot he states so I must keep in daily contact with him.  Rebtel makes this possible for us.  I can now talk to him daily!  I gave 5 stars because of the ease of the rebtel process and I have recommended this site to many.  The only thing to improve upon is to make sure when we dial the local number that it ALWAYS connects us to the correct number.  There are times it connects to a wrong number.  This happens, too, when my parents try to call me in Haiti.  Thank you!",My husband is the most important human in my life right now.,5,11,7,2012,15,34,9,3,28,2012-07-11T15:34:09,United States,Laura C. Dalla,1,0,0,
"Hi,",Rebtel has been a wonderful experience,4,11,7,2012,15,32,34,3,28,2012-07-11T15:32:34,United States,William,1,0,0,
hey i bet you will like to try rebtel. i have been using it for a while and their lines are as clear as a land line. i bet you wont regret trying. plus their calling rates are really low,the lines are absolutly perfect,5,11,7,2012,14,33,41,3,28,2012-07-11T14:33:41,United States,stephan tchafa,1,0,0,
"I usually buy calling cards o a regular basis to  call my mother in Haiti and not only does the cast add up, but when I moved to a different town, it got harder to find calling cards with good rates. I used Skype and not only to they bill you internationally, but the rate is higher. So when my brother recommended this service, I gave it a try and haven't looked back ever since.","Convenient, easy, and best rates",5,11,7,2012,14,21,42,3,28,2012-07-11T14:21:42,United States,Deodat,1,0,0,
easy to use. good prices. need internet and a mobile phone.,good system to save money on phone calls overseas,4,11,7,2012,11,9,37,3,28,2012-07-11T11:09:37,United States,luca ginoulhiac,1,0,0,
"If you need to make international calls, this is the service to have, multi-platform, wi-fi enabled apps, value for money, I love it.",Realiable service,4,11,7,2012,9,55,34,3,28,2012-07-11T09:55:34,United States,ER ANGEL,1,0,0,Male
Tot nu toe was naar Mali bellen een vrij dure aangelegenheid; dankzij Rebtel is de prijs gehalveerd! En ook de mogelijkheid om tekstberichten te sturen kan ik ten zeerste appreciëren. De persoonlijke nummers voor  regelmatig gecontacteerde personen maakt het telefoneren wel heel makkelijk.,"Vlotte verbinding, goedkoop, gemakkelijk",5,11,7,2012,9,49,55,3,28,2012-07-11T09:49:55,United States,Kris Waumans,5,51,0,
Try Rebtel as a powerful software to communicate with family and friends abroad.,Good enough to suit your mobile telecommunication's needs,4,11,7,2012,9,42,2,3,28,2012-07-11T09:42:02,United States,OMID,1,0,0,
"Very good voice clarity, easy affordable and saving a lot on international calls",Exellent Service for international calls,5,4,7,2012,3,39,35,3,27,2012-07-04T03:39:35,United States,Srinivas L,1,0,0,
I searched everywhere for a long distance phone service that I could call my husband who is in Tanzania.I was very concerned with going with an online service but I took a chance and I'm so glad I did fantastic service I get my husband every time I call with exceptional quality . Thank you Rebtel,Life saving phone service,5,4,7,2012,0,38,38,3,27,2012-07-04T00:38:38,United States,lisa,1,0,0,
I like your way of managing contacts and offering the service. Great job. I own a couple of eCommerce websites and I am impressed with the simplicity of your work,awesome,5,3,7,2012,18,36,25,2,27,2012-07-03T18:36:25,United States,Fahad,1,0,0,
youre awesome the way you are.,Nothing,5,3,7,2012,13,34,13,2,27,2012-07-03T13:34:13,United States,Olan,1,0,0,
I've tried using Rebtel for some time to reach my friend from Jamaica from France.,awefull services,5,27,6,2012,19,20,38,3,26,2012-06-27T19:20:38,France,lago,23,2525,2,Male
I like it .,great service,5,27,6,2012,14,13,5,3,26,2012-06-27T14:13:05,United States,michael adhanom,1,0,0,
this is grate pls keep it up,this is the best thing that has happen in calling nigeria sofar,5,23,6,2012,4,7,9,6,25,2012-06-23T04:07:09,United States,didi,1,0,0,
"Rebtel is easy, affordable, and hassel free service.",Convinent,5,21,6,2012,21,47,6,4,25,2012-06-21T21:47:06,United States,Daniel,1,0,0,
Are you tired of using phone card as I was ? Rebtel is for you.,I am very pleased.,4,20,6,2012,7,17,29,3,25,2012-06-20T07:17:29,United States,Eroman B,1,0,0,
"I just joined Rebtel recently,i do not have much experience so far so good to me .because of your excellent service i have convinced my wife to subscribe to Rebtel.",the service rendered by rebtel is great and fantastic  except the cost per minute to Eritrea is high .if it was  010-015 cents per minute  you will  attract more customers.,4,20,6,2012,5,50,50,3,25,2012-06-20T05:50:50,United States,Michael Seghid,1,0,0,
1. really good quality;,good quality although a little expensive comparaed to other calling cards,5,19,6,2012,17,2,15,2,25,2012-06-19T17:02:15,United States,Heming wang,1,0,0,
this is great for all immigrants,perfecto,5,19,6,2012,3,19,13,2,25,2012-06-19T03:19:13,United States,gloria offiaeli,1,0,0,
"Clear and consistent connection. Easy to use, although can't find saved contact #s in Mobile App.","Good clear service, Need better rates",4,18,6,2012,21,55,38,1,25,2012-06-18T21:55:38,United States,: ),1,0,0,
"the clarity is great, , I'm speachless with the service. I have found the right phone company to call ethiopia. Thanks for the 5 mints free trial. Thanks a lot, I'm recommending your service to frinds.",outstanding,5,18,6,2012,19,7,59,1,25,2012-06-18T19:07:59,United States,Tina Nigusse,1,0,0,
The service is good - the connection and the rates are excellent and I would recommend to anyone using overseas calling services,best service  I have used to date,5,18,6,2012,15,1,27,1,25,2012-06-18T15:01:27,United States,Roy Guscott,1,0,0,
"On the whole, service delivery is good,  safe lethargic customer service.","It would help to have an automated, or rather, efficient customer service.....particularly as it concerns account lockout. It's frustrating to have to wait a day or more just to resolve such an issue.",4,13,6,2012,22,10,46,3,24,2012-06-13T22:10:46,United States,Gitonga Muchiri,1,0,0,
"good ,faster , good sound , cheap reat,",it's very good,5,13,6,2012,16,40,42,3,24,2012-06-13T16:40:42,United States,safaa,1,0,0,
I like you conzulu@wadatransit.comzulu@wadatransit.company,4 stat,4,13,6,2012,13,36,27,3,24,2012-06-13T13:36:27,United States,Abubakar abdusalam,1,0,0,
I am enjoyed everything about Rebtel,i am very much satisfied,4,13,6,2012,12,43,33,3,24,2012-06-13T12:43:33,United States,ike Ezeagwula,1,0,0,
very good services,Very good,4,13,6,2012,12,31,31,3,24,2012-06-13T12:31:31,United States,Tagwa Omer,1,0,0,
"Don't i wish i had found Rebtel sooner, it would have saved me hundreds of pounds calling the girlfriend in Thailand. Don't have to worry about watching the clock now, phoned her the other night, she wouldn't stop talking, got a bit worried about cost,  releived to find it only cost me £1.45 for 58 minutes saving about £40 over my normal BT call ,and with automatic top up i don't have to worry about being cut off. Calls go straight through and sound is excellent. Highly recommendable.","Excellent, wish i had found it sooner.",5,7,6,2012,15,28,26,4,23,2012-06-07T15:28:26,United States,TONY,3,0,0,
U guys are doing a great job in rebtel,GREAT,5,6,6,2012,22,16,57,3,23,2012-06-06T22:16:57,United States,Bolaji Arogun,1,0,0,
"convenient, fast and easy to use. Good to call from the US to world, but how can I call the US from the world?",good!,5,6,6,2012,20,47,27,3,23,2012-06-06T20:47:27,United States,Summer,1,0,0,
"Rebtel VOIP calls are reliable and clear as a bell, even calling mobiles in provintial Cambodia works for me every time. I've had no drop-outs, speech is clear and natural. The text function on the website is great to. I still can't believe how cheap it is.",The best a cheapest way to keep in touch,5,6,6,2012,15,31,18,3,23,2012-06-06T15:31:18,United States,Laurence Anderson,1,0,0,
"REBTEL renders an excellent service, but the reason why I did not rate them 5-star is that, most of their rates are not cost effective. Other competitors are offering much more reasonably lower rates with the same type of services. The reason why I am still hooked to REBTEL is that, I don't want to share my credit card information with so many guys up there. At least REBTEL have been faithful to me, so I would want to continue with them rather than changing services at random. All I want to say is that, they should look at the market trend and bring to their customers services/rates that they deserve.",Comparatively excellent service but not cost effective.,4,6,6,2012,11,56,14,3,23,2012-06-06T11:56:14,United States,Jonathan Amos,1,0,0,
"I love rebtel so much. Its easier, clearer, faster and cheaper than all the prepaid phone cards I have been using. I don't know why I didn't start using it earlier. I 'll be happy to introduce my friends about it too.",Excellent,5,6,6,2012,6,30,57,3,23,2012-06-06T06:30:57,United States,Lillian Thomas,1,0,0,
"I previously paid an average of $150.00 per month to call Kenya and spoke on a limited basis using: verizon, t-mobile, or virgin mobile.  But since discovering rebtel's rates 2 months ago, I have spent $25.00 per month calling Kenya from US and speaks more than enough with my family.   Rebtel is a family- oriented company.   Rebtel is a winner.  Rebtel rocks!  Keep up premier customer service!  Keep up excellent rates!  You are the best rebtel! Unbelievable.",Rebtel rates are the best I have had for my 28 years of residing in U.S.,5,6,6,2012,2,12,47,3,23,2012-06-06T02:12:47,United States,Safari Nyumbani,1,0,0,
Rebtel is simple and more convenient. I dont have to be connected to internet or use a computer to communicate. Just use your own mobile phone and start the call from anywhere and anytime. Simply Superb...!!,Fantastic...!!,5,6,6,2012,1,22,49,3,23,2012-06-06T01:22:49,United States,Manoj Kumar,1,0,0,
Hope someday Rebtel is better services than Vonage and H2O,keep breaking off during conversation and still keep ringing even the phone on the other end no longer in service.,2,5,6,2012,23,40,32,2,23,2012-06-05T23:40:32,United States,Meej Lis,1,0,0,
For me it works just fine!,It is just perfect.,5,5,6,2012,22,56,44,2,23,2012-06-05T22:56:44,United States,Gabriel,1,0,0,
Cheapest solution i found so far to call while traveling. You need to buy a local sim card or use a local phone though. The platform on the Iphone could be improved but nice service and so cheap ! I totally recommend it to every one! (You can easily add a cheap contact just by sending a local text message).,"Cheaper than Skype, a bit more complicated but def worth it.",4,5,6,2012,22,2,42,2,23,2012-06-05T22:02:42,United States,Dab,1,0,0,
Good experience with the company. Good service too.,Very good company.,5,5,6,2012,21,58,33,2,23,2012-06-05T21:58:33,United States,Joan,1,0,0,
"My wife's family is mostly in VietNam.  ATT's DISCOUNTED international rate is roughly 10x what we pay for Rebtel if *WE* do the call.  If THEY call us, the ATT rate is about 20x.  The sound quality is very good & delay is not an issue.  A real no brainer",Rebtel da Rebel,5,27,5,2012,6,6,2,7,21,2012-05-27T06:06:02,United States,Paul,1,0,0,
"Almost perfect. I'm really satisfied with the company and their program what I can use for calling from my PC. It gives great quality during calls, sms possibility. The company also gives a local phone number I could call which redirects my calls (after authentication) to that direction I set up before. Not to mention Rebtel prizes are really cheap for some direction what I use on regular basis.",Cheap and reliable,4,24,5,2012,11,32,5,4,21,2012-05-24T11:32:05,Hungary,Zoltan,1,0,0,Male
"When I started using Rebtel's services I was kind of suspicious about your services and the cost of the phone calls to Mexico. However, as I have made several calls, I can say that you have delivered everything promised and I am glad to be your customer.",It has been a good experience!!,5,24,5,2012,0,30,56,4,21,2012-05-24T00:30:56,United States,Lilia G. Ware,2,0,0,
Connection drops and it takes forever to connect. Sound quality is average.,not good sound quality,3,23,5,2012,18,8,37,3,21,2012-05-23T18:08:37,United States,zabed Iqbal,1,0,0,
"customer service representatives are quick to respond to queries, they are reliable & dependable.  Rebtel is alot more convenient than buying calling cards which have hidden fees and once used cannot be saved until the next day!!!!",reliable & dependable,5,23,5,2012,17,33,55,3,21,2012-05-23T17:33:55,United States,elaine Matama,2,0,0,
"The Best Of All Keep Up A	Good Work, I Like Your Service",I Recommend This Company To Any One Who Makes Long Distance Call,5,23,5,2012,16,33,26,3,21,2012-05-23T16:33:26,United States,Beatrice Brempong,1,0,0,
My only complain is the high calling rates. I call international looking for low rates and this does not do it.,High Rates,2,23,5,2012,15,22,45,3,21,2012-05-23T15:22:45,United States,AG,1,0,0,
I'm very happy I subscribed to Rebtel services because:,I like the Rebtel service very much.,5,23,5,2012,14,37,58,3,21,2012-05-23T14:37:58,United States,Jan Gooral,1,0,0,
"I bought this card because it is relatively cheap, however, compared with other phone cards I've ever used, rebtel has really bad connection, it usually takes me three times to finally reach someone and it often stops working in the middle of a call. I am disappointed and I want customers to know that price is not the only thing that matters.",bad connection every time,1,23,5,2012,12,35,49,3,21,2012-05-23T12:35:49,United States,Linda,1,0,0,
"While the idea is cool the implemention is clumsy adding new contacts and phoning them is time consuming. You should have something like a Skype Client using TAPI or something. The application would recognize phone numbers from emails , web etc and clicking would allow them to be added then the phoning of the contact would be ala Skype. Keep working on it it could be great.",Cumbersome to use,3,23,5,2012,10,58,49,3,21,2012-05-23T10:58:49,United States,Tadgh O'Seighin,1,0,0,
The Rebtel Application and call packages work fine and are cheap,it works fine and performs,3,23,5,2012,9,42,36,3,21,2012-05-23T09:42:36,United States,Olusola dotun,1,0,0,
